id,answer
TEST_1217," 16일
 "
TEST_1218, LG화학은 최근 코로나19 백신 개
TEST_1219," 보령플루VIII테트라, 보령바이오파"
TEST_1220," 38명
이번에 새로 나온 제품은 어"
TEST_1221, 66조원이야.  
TEST_1222, 58.1%이번에 새로 나
TEST_1223," 8000만대 이상
 "
TEST_1224, 7300억원이야.  
TEST_1225, 10조9000억원이야.이번에 새로
TEST_1226, 전남대는 에너지 융복합 전문 핵심연
TEST_1227, LG유플러스야.이번에 새로 나온 제
TEST_1228, KT와 비씨카드야.이번에 새로 출시
TEST_1229," 핀크
이번에 새로 나온 제품은 어떤"
TEST_1230," 리브엠
이번에 새로 출시된 제품은 "
TEST_1231, 마이페이먼트야.이번에 새로 나온 제
TEST_1232," 5년
 "
TEST_1233," S&P500지수와 다우지수
 "
TEST_1234, 90%이번에 새로 나온 신제품은 어
TEST_1235," 델타항공
이번에 새로 나온 제품은 "
TEST_1236," 4000포인트
이번에 새로 나온 신"
TEST_1237, 아마존과 넷플릭스야.이번에 새로 나
TEST_1238," 2021년 하반기
 "
TEST_1239," 5년
 "
TEST_1240, 군복무를 위해 입대한 사람과 가족은
TEST_1241," 수돗물
 "
TEST_1242," 10분
 "
TEST_1243, 1.65~3.74%야. 네이버는 이
TEST_1244," 20조9249억원
이번에 새로 나온"
TEST_1245," 3800억원
이번에 새로 나온 제품"
TEST_1246," 약 3조원 수준으로, 2023년까지"
TEST_1247," 1000만여 개
이번에 새로 출시된"
TEST_1248," 7500만개
이번에 새로 나온 제품"
TEST_1249," 50~84㎡
이번에 새로"
TEST_1250," 21억원
 "
TEST_1251, 강남구 개포동 현대아파트(전용 16
TEST_1252," 5명
 "
TEST_1253," 갤러리아팰리스
 "
TEST_1254," 기업은행
 "
TEST_1255," 3000만원
 "
TEST_1256, 71.6%야. 전국 아파트 전세가율
TEST_1257," 6%가 넘어
 "
TEST_1258, 2.75%이번에 새로 나온 신제품은
TEST_1259, 70%야. 주택담보인정비율은 주택을
TEST_1260, 유엔식량농업기구(FAO) 산림위원회
TEST_1261," 50㎥
 "
TEST_1262," 100억 그루
 "
TEST_1263," 3위
 "
TEST_1264," 392
이번에 새로 출시된 제품은 "
TEST_1265," 5월 15일
 "
TEST_1266," 연세대와 고려대는 리그오브레전드, "
TEST_1267, 줌(ZOOM)이번에 새로 나온 제품
TEST_1268," 이지민
이번에 새로 나온 제품은 어"
TEST_1269," 줌개팅
이번에 새로 나온 제품은 어"
TEST_1270," 33층
 "
TEST_1271," 12층
 "
TEST_1272," 93명
 "
TEST_1273," 5분
 "
TEST_1274," 9일 오후 2시50분
 "
TEST_1275," 탄자니아
 "
TEST_1276," 식당
 "
TEST_1277," 서울
 "
TEST_1278, 109명이야.이번에 새로 출시된 제
TEST_1279, 11명이야. 
TEST_1280," 1%야
  "
TEST_1281," 구로구 일대야
이번에 새로 나온 제"
TEST_1282," 426가구(예정)
 "
TEST_1283," 구로역 엔트리움은 59A㎡, 59B"
TEST_1284," 영등포동
 "
TEST_1285," 16일
 "
TEST_1286," 33세
 "
TEST_1287," 인천광역시
 "
TEST_1288," 280개
이번에 새로 나온 제품은 "
TEST_1289," 하루 12시간
 "
TEST_1290," 300~350개
이번에 새로 나온 "
TEST_1291," 4분의 1
 "
TEST_1292," 300억 달러
 "
TEST_1293," 2020년
 "
TEST_1294," 포천
 "
TEST_1295, 1998년. 애플은 1996년 2분
TEST_1296, 연세대는 2학기에도 대면과 비대면을
TEST_1297, 비대면 수업으로 전환해 운영하고 있
TEST_1298," 10월
 "
TEST_1299," 58.9퍼센트
이번에 새로 출시된 "
TEST_1300," 2단계
 "
TEST_1301," 1980년
이번에 새로 나온 제품은"
TEST_1302," 580만캔
이번에 새로 나온 제품은"
TEST_1303," 80년 6월
이번에 새로 출시된 제"
TEST_1304," 80년 11월
 "
TEST_1305," 1981년
 "
TEST_1306," JTBC 뉴스
 "
TEST_1307," 신의한수
 "
TEST_1308," 4319만명
 "
TEST_1309," 90% 이상
 "
TEST_1310," 6000만원
 "
TEST_1311," 5만원
 "
TEST_1312," 12회
 "
TEST_1313, 중소기업중앙회(062-955-996
TEST_1314," 5월
 "
TEST_1315," 51조원
 "
TEST_1316, 충북도의회는 오는 14일 충북도청 
TEST_1317," 10월 14일
이번에 새로 나온 제"
TEST_1318," 1983년
 "
TEST_1319, 1983년 5월 1일부터 1987년
TEST_1320," 5월 13일
이번에 새로 나온 제품"
TEST_1321, 4597억6976만원(1만3691건
TEST_1322, 5.5%이번에 새로 나온 제품은 어
TEST_1323," 2276억 원
 "
TEST_1324," 대만
"
TEST_1325," 4200만 달러
 "
TEST_1326," 김
 "
TEST_1327," 10만5442명으로, 지난해보다 1"
TEST_1328, 12.5%이번에 새로 나온 신제품은
TEST_1329, 84.8%이번에 새로 나온 신제품은
TEST_1330," 510명
 "
TEST_1331, 20.4%이번에 새로 나온 신제품은
TEST_1332, 9개월 만이야.이번에 새로 출시된 
TEST_1333," 5월
 "
TEST_1334," 20
 "
TEST_1335," 10명
이번에 새로 나온 제품은 어"
TEST_1336," 2021년 5월 12일
이번에 새로"
TEST_1337," 밤 10시
이번에 새로 나온 제품은"
TEST_1338, 고용보험료 일부를 재정으로 지원하기
TEST_1339," 김
이번에 새로 나온 제품은 어떤 "
TEST_1340," 1t
이번에 새로 나온 제품은 어떤"
TEST_1341," 스티로폼, 비닐봉지, 종이, 플라스"
TEST_1342, 코로나19로 인한 언택트 소비 증가
TEST_1343, 국제 유가 하락 등으로 폐플라스틱 
TEST_1344," 1만9217대
 "
TEST_1345," 3783대
 "
TEST_1346," 3530대
 "
TEST_1347," 짚 체로키(KL) 1366대, 짚 "
TEST_1348," 1만9217대
 "
TEST_1349," 656.56Mbps
 "
TEST_1350," 64.16Mbps
 "
TEST_1351," 605.2㎢
 "
TEST_1352, 지하철 객차야.이번에 새로 나온 제
TEST_1353," 214~237Mbps
 "
TEST_1354," 2단계
 "
TEST_1355, 1억 9900만 달러(2230억원)
TEST_1356," 트위터, 인스타그램, 페이스북, 링"
TEST_1357, 10.6%이번에 새로 나온 신제품은
TEST_1358," 450쪽
 "
TEST_1359," 48석
이번에 새로 나온 제품은 어"
TEST_1360," 잠실동 1-1번지
이번에 새로 나온"
TEST_1361, 직계존ㆍ비속으로부터 증여받은 돈과 
TEST_1362," 14명
 "
TEST_1363, 성동구 성수동1가 동아아파트 53.
TEST_1364," 2018년생
이번에 새로 나온 제품"
TEST_1365," 2020년 12월 24일
 "
TEST_1366, 99.9%이번에 새로 출시된 제품은
TEST_1367," 레몬오일
 "
TEST_1368," 전남농업기술원 차산업연구소
 "
TEST_1369, 농협 유통망을 통해 전국 하나로마트
TEST_1370, 2.3%이번에 새로 출시된 신제품은
TEST_1371, 만 13세로 낮아졌어.이번에 새로 
TEST_1372, 한국교총은 교원단체총연합회 약자야.
TEST_1373," 2020년
 "
TEST_1374," 15만 1900건
 "
TEST_1375," 전동킥보드 면허제 도입
 "
TEST_1376," 4480억원이야. 
이번에 새로 나"
TEST_1377," A4 용지 한 장이며, 공백을 포함"
TEST_1378," 8일
 "
TEST_1379," 47세
 "
TEST_1380," 6일
 "
TEST_1381," 해양경찰청 앞
 "
TEST_1382, 천연가스를 액체로 만들면 부피가 6
TEST_1383," -162℃
이번에 새로 나온 제품은"
TEST_1384, 평택시 포승읍에 있는 한국초저온 물
TEST_1385," 1만4350원
이번에 새로 나온 제"
TEST_1386," 2020년
이번에 새로 나온 제품은"
TEST_1387," 녹색교통지역 특별종합대책(안)
 Q"
TEST_1388," 3000t
이번에 새로 나온 제품은"
TEST_1389, 제원초등학교와 마을회관이야.이번에 
TEST_1390," 25.2㏊
이번에 새로 나온 신제품"
TEST_1391," 금성면
 "
TEST_1392," 1999년
이번에 새로 나온 신제품"
TEST_1393, 법무부와 대검찰청이야.이번에 새로 
TEST_1394, 2021년 1월28일이야.이번에 새
TEST_1395," 인사와 승진, 사건배당 등 모든 제"
TEST_1396, 50차 회의였어. 개혁위는 이날 회
TEST_1397, 대검은 지난 7일 오후 2시30분부
TEST_1398," 23일
 "
TEST_1399," 16일
 "
TEST_1400," 23일
 "
TEST_1401," 23일
 "
TEST_1402," 20일
 "
TEST_1403, 아트네트웍스이번에 새로 나온 제품은
TEST_1404, 2022년이야.이번에 새로 나온 제
TEST_1405, 완주군이 책공방을 운영하면서 가장 
TEST_1406, 전북혁신도시이번에 새로 나온 제품은
TEST_1407," 삼례면과 이서면
 "
TEST_1408," 21일
 "
TEST_1409," 28일
 "
TEST_1410, 이통사 대리점이 아닌 곳에서 휴대전
TEST_1411," 사무총장
 "
TEST_1412, 이통사 대리점이 아닌 곳에서 휴대전
TEST_1413," 2018년
 "
TEST_1414," 2020년 3월
이번에 새로 나온 "
TEST_1415," 2018년
 "
TEST_1416," 2020년 8월
이번에 새로 나온 "
TEST_1417," 6개국
이번에 새로 나온 제품은 어"
TEST_1418, 16.2%이번에 새로 나온 제품은 
TEST_1419," 9841원
● 농산물 가격 상승은 "
TEST_1420," 300g
● 농산물 가격 상승은 왜"
TEST_1421," 2021년 1월 11일
● 농산물 "
TEST_1422," 10% 이상
● 농산물 가격 상승으"
TEST_1423," 52세
이번에 새로 나온 제품은 어"
TEST_1424," 9일
 "
TEST_1425," 참여연대 경제금융센터
 "
TEST_1426," 율촌이다.

삼성 준법감시위원회는 "
TEST_1427," 공무원
 "
TEST_1428, 22.3% 
TEST_1429, 16.9% 
TEST_1430, 10종 
TEST_1431, 5가지이번에 새로 나온 제품은 어떤
TEST_1432, 156.1% 
TEST_1433, 1.9%야.  
TEST_1434, 15.6%야.  
TEST_1435," 3.7%포인트
 "
TEST_1436, 0.4~0.5%포인트야. 3분기 성
TEST_1437, -1.3%야.이번에 새로 나온 신
TEST_1438," 대한적십자사 혈액관리본부
 "
TEST_1439, 11월 3일이야.이번에 새로 나온 
TEST_1440, 톱다운 방식이야. 
TEST_1441, 트럼프 대통령이야. 한국 정부는 트
TEST_1442," 이스라엘
"
TEST_1443, 동유럽이야. 
TEST_1444," 마피아 게임
 "
TEST_1445," 70만회
 "
TEST_1446," 4명
 "
TEST_1447," 2년
 "
TEST_1448," 8000여개
 "
TEST_1449," 63톤
 "
TEST_1450," 동남아시아와 대만, 홍콩
 "
TEST_1451," 1억2500만원
 "
TEST_1452," 무안김과 팽이버섯
 "
TEST_1453," 1112톤
 "
TEST_1454, 특별법에는 무엇이 담겨 있어야 해?
TEST_1455," 3일
 "
TEST_1456," 2021년 5월 26일
 "
TEST_1457," 미래에셋대우
 "
TEST_1458," 11일까지야
 "
TEST_1459," 11일까지
 "
TEST_1460, 10번째이번에 새로 출시된 제품은 
TEST_1461," 14개 기업 29개 제품, 17만 "
TEST_1462, 5개야.이번에 새로 출시된 제품은 
TEST_1463, 미국과 제3국이야.이번에 새로 출시
TEST_1464," 061-286-2461
 "
TEST_1465, 스케일업이야.이번에 새로 출시된 제
TEST_1466, 중공업이야.이번에 새로 출시된 제품
TEST_1467, 스케일업과 융자야.이번에 새로 출시
TEST_1468, 이 회장은 누구를 향해 노사 신뢰를
TEST_1469, 10일이야. 이 회장은 언제까지 임
TEST_1470, 103명이야.이번에 새로 나온 제품
TEST_1471," 1명
 "
TEST_1472," 25명
 "
TEST_1473," 754개
 "
TEST_1474," 416명
 "
TEST_1475," 2018년 6월
 "
TEST_1476, 경찰이 국정원 대공수사권을 이관받으
TEST_1477," 1991년
 "
TEST_1478, 국정원은 대공수사권을 넘기지만 대북
TEST_1479," 안보수사처(가칭)
 "
TEST_1480," 2019년 8월
 "
TEST_1481, 2017년 9월 1일이야. 2017
TEST_1482, 2019년 9월이야.  
TEST_1483, 사법행정자문회의야.이번에 새로 나온
TEST_1484," 663만4344건
 "
TEST_1485, 9월 26일부터 10월 4일까지야.
TEST_1486," 20만명
이번에 새로 나온 제품은 "
TEST_1487, 마스크는 코로나19를 막을 수 있는
TEST_1488," 클럽, 유흥주점, 단란주점, 콜라텍"
TEST_1489," 감염병 예방 및 관리에 관한 법률
"
TEST_1490," 285점
 "
TEST_1491," 여수YWCA
 "
TEST_1492," 400만 인시
 "
TEST_1493," 가전 제품과 가구
 "
TEST_1494," 1억5000만원
 "
TEST_1495," 20m
이번에 새로 나온 제품은 어"
TEST_1496," 천북굴따라길
 "
TEST_1497," 데크길
 "
TEST_1498," 봄맞이 향기길
 "
TEST_1499, 2022년이번에 새로 나온 신제품은
TEST_1500," 9월 9일까지
 "
TEST_1501, 수도권과 강원 지역이야.이번에 새로
TEST_1502," 4.7㎞
 "
TEST_1503," 10m
 "
TEST_1504," 2022년
 "
TEST_1505," 689억원
 "
TEST_1506," 2024년
 "
